Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Рудик,Галина,Андріївна,Жіноча,2008-01-06,Хімік,село Покровськ,"парк Сирітський 2-й, буд. 9, Сватове, 26947",+380 99 285 22 29,mishchenkoomelian@example.org
Дубина,Віолетта,Сергіївна,Жіноча,1992-03-15,Фрілансер,хутір Копичинці,"сквер Лінія 51-ша, буд. 5 кв. 4, Мелітополь, 06275",+380 (19) 705-62-72,amvrosiidakhno@example.org
Годунок,Златослава,Богданівна,Жіноча,2007-11-25,Краєзнавець,місто Глиняни,"проспект Тепла, буд. 848 кв. 121, Ужгород, 65184",+380 59 628-84-04,chalenkozakhar@example.net
Байда,Світлана,Михайлівна,Жіноча,1947-10-16,Бібліотекар,місто Ніжин,"шосе Верф’яний, буд. 9, Дубляни, 63678",087 239 98 68,nestorbaklan@example.net
Ємець,Віолетта,Дмитрівна,Жіноча,1989-04-02,Мистецтвознавець,селище Радехів,"набережна Лінія 49-та, буд. 83 кв. 4, Дніпро, 53809",+380 83 636 24 86,okhrimenkoiaryna@example.net
Кальченко,Аніта,Дмитрівна,Жіноча,1997-10-14,Редактор,село Ялта,"парк Почаївська, буд. 451, Пустомити, 38295",055 801 34 41,kyrylenkoiosyp@example.net
Шамрай,Анжела,Дмитрівна,Жіноча,1953-12-15,Візажист,хутір Кременець,"провулок Іподромний, буд. 300 кв. 40, Сіверськодонецьк, 09064",543-72-67,charnyshsofiia@example.net
Гречаник,Данна,Сергіївна,Жіноча,1956-08-11,Кіноактор,місто Новогродівка,"парк Верхня, буд. 234, Бершадь, 29225",009 811 53 92,vtsiutsiura@example.com
Рева,Еріка,Олександрівна,Жіноча,1981-09-29,Шериф,селище Умань,"сквер Кільовий, буд. 303, Обухів, 37616",+380 (75) 003-63-34,kyrylorudko@example.net
Архимович,Наталія,Сергіївна,Жіноча,1999-01-11,Гінеколог,село Березівка,"узвіз Джутовий, буд. 0, Пологи, 77968",+380 07 402-40-92,ustymlubenets@example.com
Годунок,Алла,Михайлівна,Жіноча,1941-10-02,Електрик,хутір Кривий Ріг,"вулиця 14-та ст. Великого Фонтану пляж, буд. 252 кв. 80, Скалат, 05766",059 014-15-05,wvasylevych@example.org
Самойленко,Марʼяна,Олександрівна,Жіноча,1971-06-09,Архітектор,село Бровари,"провулок Обривиста, буд. 33 кв. 105, Ковель, 15856",+380 (67) 818-85-48,symonkorzh@example.net
Жадан,Христина,Володимирівна,Жіноча,1994-12-31,Фермер,селище Чистякове,"парк Молодіжна, буд. 67, Біла Церква, 05474",001 300 32 68,qchuiko@example.org
Бабак,Сніжана,Юріївна,Жіноча,1965-04-14,Географ,місто Торецьк,"шосе Лінія 22-га, буд. 79, Рубіжне, 79744",+380 94 251-91-55,sofiiadeisun@example.org
Лубенець,Дарина,Володимирівна,Жіноча,1965-06-07,Патологоанатом,місто Бердянськ,"набережна Спаський, буд. 6 кв. 161, Кремінна, 12405",083 989-17-26,kyrylovyshniak@example.org
Бабʼяк,Юстина,Іванівна,Жіноча,1949-10-27,Геофізик,місто Андрушівка,"проспект Локомотивна, буд. 47, Підгайці, 57463",+380 05 208 97 79,chekaliukopanas@example.org
Семенченко,Ірина,Володимирівна,Жіноча,1949-10-18,Фермер,село Вишневе,"проспект Лазурний 6-й, буд. 88, Чернівці, 45462",+380 (33) 173-96-23,leszhuk@example.net
Дейнеко,Любов,Петрівна,Жіноча,1966-06-29,Психолог,місто Славута,"площа Шилова, буд. 295, Корсунь-Шевченківський, 13140",726 79 08,taras25@example.com
Якимчук,Михайлина,Юріївна,Жіноча,2007-06-08,Шериф,селище Сокиряни,"сквер Балтський 8-й, буд. 829, Попасна, 44680",740-02-45,cherinkoostap@example.org
Шаблій,Єлисавета,Юріївна,Жіноча,1942-07-10,Географ,хутір Берислав,"парк Теплична, буд. 38, Шаргород, 14456",033-88-47,pavlo10@example.net
Бабиченко,Соломія,Олександрівна,Жіноча,1981-11-26,Дантист,місто Костянтинівка,"вулиця Політкаторжан, буд. 746 кв. 30, Вуглегірськ, 58009",402 54 03,qvanchenko@example.net
Затула,Альбіна,Богданівна,Жіноча,1979-01-19,Льотчик,хутір Дружківка,"сквер Лінія 36-та, буд. 6 кв. 3, Верхньодніпровськ, 84991",349 92 20,klavdiia93@example.net
Мамчур,Анжела,Дмитрівна,Жіноча,1943-08-11,Підприємець,місто Берестечко,"проспект Сільськогосподарський, буд. 94 кв. 18, Славутич, 83533",+380 29 551-21-05,telychenkopetro@example.org
Токар,Василина,Олександрівна,Жіноча,1979-10-21,Маркетолог,місто Глухів,"сквер Юхима Геллера, буд. 9 кв. 8, Світловодськ, 36351",+380 85 283-99-06,orkhyp11@example.com
Артеменко,Світлана,Сергіївна,Жіноча,2000-02-05,Кінокритик,місто Ніжин,"площа Задніпровського, буд. 7 кв. 09, Лиман, 84749",414-46-12,dashenkoavhustyn@example.com
Ватаманюк,Святослава,Михайлівна,Жіноча,2001-04-02,Бухгалтер,хутір Вишгород,"проспект Івана Вазова, буд. 0 кв. 47, Прилуки, 27614",+380 39 411-84-45,viktoriia06@example.net
Ісаєнко,Альбіна,Петрівна,Жіноча,1991-06-23,Інженер,місто Покровськ,"площа Вчительської, 2-й, буд. 567, Трускавець, 37495",+380 30 933 87 66,triabchenko@example.org
Верхола,Роксолана,Андріївна,Жіноча,1964-12-06,Сценарист,селище Бахмут,"парк Кладовищенська, буд. 662 кв. 3, Трускавець, 27694",+380 58 420-37-67,piatachenkobohuslav@example.com
Аронець,Христина,Михайлівна,Жіноча,1975-05-15,Паралегал,селище Довжанськ,"проспект Обільний 1-й, буд. 782, Олександрівськ, 60094",+380 08 995 58 32,albinadrozd@example.net
Зінкевич,Володимира,Сергіївна,Жіноча,1953-08-01,Стоматолог,село Перещепине,"провулок Лїнія 1-ша, буд. 88 кв. 6, Белз, 08580",+380 54 856 86 58,pavlo81@example.org
Яценко,Надія,Олександрівна,Жіноча,1970-08-29,Маркетолог,місто Скадовськ,"шосе Шампанський, буд. 0 кв. 331, Гадяч, 82550",079 005-99-16,komarorkhyp@example.com
Ященко,Ярослава,Богданівна,Жіноча,1990-09-12,Продюсер,село Березне,"проспект Місячна, буд. 4 кв. 57, Балта, 95732",+380 33 060-23-31,khmaradavyd@example.net
Ковалюк,Амалія,Богданівна,Жіноча,1968-09-24,Сантехнік,хутір Гола Пристань,"вулиця Кладовищенська, буд. 57, Рудки, 14993",419 73 26,audovychenko@example.com
Жаліло,Ірена,Іванівна,Жіноча,1940-03-10,Хімік,місто Южноукраїнськ,"парк Каркашадзе, буд. 15 кв. 5, Пирятин, 23180",399 42 53,ihnatriabchenko@example.com
Валенко,Святослава,Богданівна,Жіноча,1943-11-30,Ботанік,хутір Білогірськ,"сквер Городня, буд. 372 кв. 69, Зборів, 90555",+380 04 139 23 86,korobets@example.net
Єсипенко,Варвара,Володимирівна,Жіноча,1976-11-12,Фізик,хутір Христинівка,"проспект Південна дорога, буд. 16, Белз, 19763",036 830-57-43,nkovpak@example.org
Ващенко-Захарченко,Валентина,Сергіївна,Жіноча,2003-02-18,Продюсер,селище Златопіль,"провулок Лінійний, буд. 6, Курахове, 25938",+380 48 334-97-21,jdanylchuk@example.net
Вергун,Святослава,Андріївна,Жіноча,1939-02-04,Ріелтор,місто Остер,"сквер Світла, буд. 881 кв. 6, Зоринськ, 11809",+380 14 800-47-79,sdrozd@example.com
Ґерета,Ірина,Андріївна,Жіноча,1941-09-05,Хореограф,місто Алмазна,"парк Дмитра Іванова, буд. 094, Буринь, 84715",019 131-12-76,ielyseisirchenko@example.org
Шморгун,Соломія,Юріївна,Жіноча,1969-08-09,Модельєр,селище Хуст,"парк Різницький, буд. 193 кв. 8, Донецьк, 01182",024 404-52-43,konoplenkoliudmyla@example.org
Алексеєнко,Єлисавета,Юріївна,Жіноча,1968-06-06,Астронавт,місто Харцизьк,"набережна Ніли Крюкової, буд. 81, Володимир-Волинський, 28473",064 771-88-10,tychynatereza@example.com
Ящук,Роксолана,Сергіївна,Жіноча,1998-10-17,Кур'єр,село Городенка,"парк Магістральна, буд. 487 кв. 556, Болград, 88449",072 968 78 03,albinahaidenko@example.com
Шаблій,Юстина,Сергіївна,Жіноча,1975-02-15,Громадський діяч,село Борислав,"сквер Польський узвіз, буд. 319, Бориспіль, 84200",580-92-15,haidaprokhir@example.org
